"FIRE_NUM,C,25","FIRE_YEAR,N,4,0","RSPNCE_TYP,C,200","IGNITN_DT,D","FIREOUT_DT,D","STATUS,C,30","FIRE_CAUSE,C,10","FIRE_CENTR,N,10,0","ZONE,N,10,0","FIRE_ID,N,10,0","GEOGRAPHIC,C,254","LATITUDE,N,11,4","LONGITUDE,N,11,4","CURRENT_SZ,N,9,3","FIRE_LINK,C,254"
R20876,2023,Full,06/24/2023,06/24/2023,Out,Lightning,3,2,876,6.7km NE of Acorn Lake,55.4539,-126.468,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R20876
G11334,2023,Full,07/08/2023,07/09/2023,Out,Lightning,4,1,1334,Twin Lakes,53.473,-123.3583,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11334
G80630,2023,Full,06/04/2023,06/05/2023,Out,Lightning,4,8,630,Kahntah River,57.5755,-120.5328,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80630
K61768,2023,Modified,07/07/2023,,Out of Control,Lightning,5,6,1768,Upper Spius,49.9396,-121.2622,31.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61768
G11062,2023,Full,06/30/2023,07/03/2023,Out,Lightning,4,1,1062,Olsen Creek,54.2778,-122.1972,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11062
G90798,2023,Full,06/15/2023,06/16/2023,Out,Lightning,4,9,798,Deasum Creek,59.6873,-122.9855,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90798
G90647,2023,Full,06/06/2023,06/07/2023,Out,Lightning,4,9,647,Kotcho Lake,59.1335,-121.2725,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90647
K50445,2023,Full,05/20/2023,05/20/2023,Out,Lightning,5,5,445,7km Mascot FSR,49.3234,-120.0188,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50445
V91295,2023,Full,07/08/2023,07/09/2023,Out,Lightning,2,9,1295,Wakeman River,51.0649,-126.5352,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V91295
K61020,2023,Full,06/30/2023,07/01/2023,Out,Lightning,5,6,1020,Stoney Lake,50.0036,-120.3782,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61020
G50615,2023,Full,06/04/2023,06/09/2023,Out,Lightning,4,5,615,Witch Lake,55.1533,-124.4625,2.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50615
G11214,2023,Full,07/06/2023,07/09/2023,Out,Lightning,4,1,1214,7km NE of Pitoney Lake,53.6808,-121.8662,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11214
N50969,2023,Full,06/27/2023,07/01/2023,Out,Lightning,6,5,969,Wallack Creek,49.0488,-117.3347,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50969
N10894,2023,Full,06/22/2023,06/25/2023,Out,Lightning,6,1,894,Prudhomme Creek,49.3909,-115.803,0.035,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10894
G80830,2023,Full,06/20/2023,06/21/2023,Out,Lightning,4,8,830,Zaremba Creek 2,57.2146,-120.9553,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80830
K50464,2023,Full,05/20/2023,05/25/2023,Out,Lightning,5,5,464,Good Creek,49.7531,-119.6589,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50464
K50964,2023,Full,06/27/2023,06/30/2023,Out,Lightning,5,5,964,Mount McLellan,49.3372,-119.5984,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50964
G71019,2023,Full,06/30/2023,07/04/2023,Out,Lightning,4,7,1019,Murray River,55.3956,-121.0303,1.28,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71019
G90532,2023,Full,05/30/2023,05/31/2023,Out,Lightning,4,9,532,Patry Lake,59.4873,-123.5605,0.13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90532
G61629,2023,Full,07/10/2023,07/16/2023,Out,Lightning,4,6,1629,Tsaydiz Creek,57.0508,-125.2085,1.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61629
N41844,2023,Full,07/17/2023,07/18/2023,Out,Lightning,6,4,1844,Marth Creek Provincial Park,51.193,-118.1912,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41844
K50564,2023,Full,06/01/2023,06/03/2023,Out,Lightning,5,5,564,Blue Mountain,49.4774,-119.6781,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50564
G71361,2023,Full,07/08/2023,07/10/2023,Out,Lightning,4,7,1361,Murray River,55.3116,-120.9729,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71361
K61449,2023,Full,07/09/2023,07/10/2023,Out,Lightning,5,6,1449,Kidd Lake,49.9195,-120.6192,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61449
R91746,2023,Full,07/14/2023,07/17/2023,Out,Lightning,3,9,1746,Convale Creek,58.0478,-130.2196,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R91746
K61950,2023,,07/20/2023,07/22/2023,Out,Lightning,5,6,1950,Mt Jackson,49.5202,-120.7411,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61950
G80641,2023,Full,06/05/2023,06/09/2023,Out,Lightning,4,8,641,Inga Creek,56.602,-121.5777,3.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80641
G71281,2023,Full,07/06/2023,07/08/2023,Out,Lightning,4,7,1281,John Bennet Creek,55.4844,-122.7979,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71281
K50484,2023,Full,05/21/2023,05/25/2023,Out,Lightning,5,5,484,Shingle Creek,49.4579,-119.69,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50484
K61940,2023,Full,07/09/2023,07/21/2023,Out,Lightning,5,6,1940,Minnie Lake,49.9082,-120.6587,1.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61940
G51302,2023,Full,07/08/2023,07/10/2023,Out,Lightning,4,5,1302,Murray Ridge,54.5439,-124.1985,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51302
G80802,2023,Full,06/14/2023,06/18/2023,Out,Lightning,4,8,802,Sikanni Old Growth Park,58.2454,-121.6702,0.25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80802
K50186,2023,Full,05/03/2023,05/03/2023,Out,Lightning,5,5,186,Victoria Creek,49.2548,-119.5866,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50186
N20215,2023,Full,05/04/2023,05/05/2023,Out,Lightning,6,2,215,Houlgrave Road,50.5205,-116.1344,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20215
G91154,2023,Full,07/05/2023,07/09/2023,Out,Lightning,4,9,1154,Helmet Airstrip,59.4522,-120.8059,2.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91154
G91728,2023,Full,07/10/2023,07/16/2023,Out,Lightning,4,9,1728,9.5km East of Snake River,58.9642,-122.1416,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91728
C10996,2023,Full,06/29/2023,06/29/2023,Out,Lightning,7,1,996,N of Tingley Creek,52.4816,-122.5164,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10996
N71053,2023,Full,06/30/2023,07/04/2023,Out,Lightning,6,7,1053,Dodge Creek,49.0024,-116.621,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71053
K60801,2023,Full,06/16/2023,06/17/2023,Out,Lightning,5,6,801,Kump Lake,49.7262,-120.629,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60801
G91650,2023,Full,07/12/2023,07/15/2023,Out,Lightning,4,9,1650,Kiwigana River,59.308,-123.228,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91650
N51030,2023,Full,06/30/2023,07/01/2023,Out,Lightning,6,5,1030,Kelly Creek,49.0836,-117.4863,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N51030
N11076,2023,Full,07/01/2023,07/03/2023,Out,Lightning,6,1,1076,Moyie Lake,49.2415,-115.9216,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11076
G71486,2023,Full,07/10/2023,07/10/2023,Out,Lightning,4,7,1486,Farrel Creek,56.1061,-121.7421,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71486
G50893,2023,Full,06/23/2023,07/18/2023,Out,Lightning,4,5,893,Kotsine River,55.8079,-126.5908,0.12,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50893
C31433,2023,Full,07/09/2023,07/11/2023,Out,Lightning,7,3,1433,S of Horsefly Lake,52.385,-121.2085,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31433
K41626,2023,Full,07/10/2023,07/20/2023,Out,Lightning,5,4,1626,West Anstey Arm,51.105,-118.9186,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41626
K61322,2023,Full,07/08/2023,07/12/2023,Out,Lightning,5,6,1322,Coalmont Road,49.8346,-120.6329,10.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61322
K40424,2023,Full,05/18/2023,05/20/2023,Out,Lightning,5,4,424,Lower Griffin Mountain,50.9296,-118.7389,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40424
G90788,2023,Full,06/14/2023,06/15/2023,Out,Lightning,4,9,788,Big Beaver Creek,58.325,-122.6708,0.024,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90788
G11879,2023,Full,07/17/2023,07/20/2023,Out,Lightning,4,1,1879,N of Purden Lake,53.9817,-121.8898,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11879
N10754,2023,Full,06/11/2023,06/19/2023,Out,Lightning,6,1,754,Kikomun Creek,49.2744,-115.1857,1.68,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10754
K60977,2023,Full,06/28/2023,06/29/2023,Out,Lightning,5,6,977,Davis Lake,49.8365,-120.7082,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60977
K40691,2023,Full,06/09/2023,06/09/2023,Out,Lightning,5,4,691,Hutley Creek,50.381,-119.2228,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40691
K40419,2023,Full,05/18/2023,05/25/2023,Out,Lightning,5,4,419,North Fork FSR,51.3405,-118.698,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40419
G60968,2023,Full,06/28/2023,06/29/2023,Out,Lightning,4,6,968,Coal Creek,55.175,-123.3926,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60968
K40688,2023,Full,06/08/2023,06/09/2023,Out,Lightning,5,4,688,Becker Lake FSR,50.2591,-119.1784,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40688
K21619,2023,Full,07/12/2023,07/13/2023,Out,Lightning,5,2,1619,Cattle Valley,50.8384,-121.4116,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21619
K61202,2023,Full,07/06/2023,07/08/2023,Out,Lightning,5,6,1202,Dry Lake,49.6425,-120.6492,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61202
G60770,2023,Full,06/04/2023,,Under Control,Lightning,4,6,770,Bluff Hill,56.848,-124.9785,60,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60770
G91687,2023,Full,07/10/2023,07/16/2023,Out,Lightning,4,9,1687,9.5km E Snake River,58.9402,-122.1217,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91687
G91455,2023,Full,07/09/2023,07/09/2023,Out,Lightning,4,9,1455,Parker Lake,58.8154,-122.8147,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91455
K21285,2023,Full,07/07/2023,07/08/2023,Out,Lightning,5,2,1285,Deadman Vidette Valley,50.809,-121.0194,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21285
G50787,2023,Full,06/13/2023,06/21/2023,Out,Lightning,4,5,787,Tchentlo Lake,55.2634,-125.1365,4.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50787
G90841,2023,Full,06/22/2023,07/11/2023,Out,Lightning,4,9,841,N of Kledo Creek and Muskwa River Confluence,58.8547,-123.4509,33.22,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90841
N20350,2023,Full,05/17/2023,05/17/2023,Out,Lightning,6,2,350,3 KM on Johnsons Road,49.9616,-115.7306,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20350
K61436,2023,Full,07/08/2023,07/10/2023,Out,Lightning,5,6,1436,Knutson FSR,49.5812,-120.552,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61436
N41230,2023,Full,07/07/2023,07/09/2023,Out,Lightning,6,4,1230,Bigmouth FSR,51.8167,-118.4939,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41230
G90250,2023,Full,05/08/2023,05/09/2023,Out,Lightning,4,9,250,East of Pago Compressor Station,59.325,-120.1938,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90250
G80827,2023,Full,06/18/2023,06/21/2023,Out,Lightning,4,8,827,Zaremba Creek 1,57.2411,-120.8746,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80827
K61192,2023,Full,07/07/2023,07/08/2023,Out,Lightning,5,6,1192,Hardwick Creek,49.5199,-120.517,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61192
G61817,2023,Full,07/16/2023,07/19/2023,Out,Lightning,4,6,1817,Bruce Lake,55.1545,-122.9051,0.66,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61817
N20204,2023,Full,05/03/2023,05/04/2023,Out,Lightning,6,2,204,Clealand FSR,50.8342,-116.3509,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20204
V30963,2023,Full,06/27/2023,06/28/2023,Out,Lightning,2,3,963,W of Birkenhead Lake,50.5373,-122.7366,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30963
K51457,2023,Full,07/09/2023,07/10/2023,Out,Lightning,5,5,1457,Lebanon Lake,49.7452,-119.5144,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51457
G61605,2023,Full,07/12/2023,07/14/2023,Out,Lightning,4,6,1605,Cut Thumb Bay,55.5436,-123.3658,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61605
K61242,2023,Full,07/07/2023,07/08/2023,Out,Lightning,5,6,1242,Peatbog Road,49.6394,-120.679,0.05,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61242
G71818,2023,Full,07/16/2023,07/17/2023,Out,Lightning,4,7,1818,2.5km on the Bacon,56.0668,-120.962,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71818
G70883,2023,Full,06/24/2023,06/24/2023,Out,Lightning,4,7,883,South Of Wallace Creek,55.722,-121.3569,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70883
G90987,2023,Full,06/28/2023,06/29/2023,Out,Lightning,4,9,987,South Kotcho Lake,58.9959,-121.2754,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90987
K40455,2023,Full,05/18/2023,05/22/2023,Out,Lightning,5,4,455,Griffon Ridge,50.8966,-118.758,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40455
K40591,2023,Full,05/20/2023,06/05/2023,Out,Lightning,5,4,591,2 km up Twin Lake Trail,50.2761,-118.2958,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40591
G80966,2023,Full,06/28/2023,06/28/2023,Out,Lightning,4,8,966,Moose Lick Creek,57.1621,-122.9453,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80966
N71128,2023,Full,06/29/2023,07/04/2023,Out,Lightning,6,7,1128,Landrum Creek,49.7761,-117.0069,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71128
N50931,2023,Full,06/13/2023,06/27/2023,Out,Lightning,6,5,931,Rialto Creek,49.3559,-117.7742,0.015,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50931
G61138,2023,Full,07/05/2023,,Being Held,Lightning,4,6,1138,Stelkuz Creek,57.2962,-125.7498,5.21,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61138
G70828,2023,Full,06/20/2023,06/21/2023,Out,Lightning,4,7,828,East Pine River,55.7437,-121.2385,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70828
K20710,2023,Monitor,05/17/2023,06/20/2023,Out,Lightning,5,2,710,Organa Creek,51.9819,-119.1131,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20710
K21895,2023,Full,07/17/2023,07/19/2023,Out,Lightning,5,2,1895,Knouff Creek,50.9265,-120.2149,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21895
K20799,2023,Full,06/10/2023,06/19/2023,Out,Lightning,5,2,799,Long Lake Road,50.7713,-120.3819,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20799
G30534,2023,Full,05/20/2023,06/13/2023,Out,Lightning,4,3,534,Mud Lake,52.1454,-119.1825,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30534
K21845,2023,Full,07/17/2023,07/18/2023,Out,Lightning,5,2,1845,Battle Creek FSR,50.8041,-121.0831,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21845
K21596,2023,Full,07/07/2023,07/13/2023,Out,Lightning,5,2,1596,Stump Lake,50.3696,-120.4247,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21596
G71401,2023,Full,06/28/2023,07/09/2023,Out,Lightning,4,7,1401,Coldstream Creek,55.7,-120.982,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71401
K20474,2023,Full,05/20/2023,05/22/2023,Out,Lightning,5,2,474,SE of Wabrun,51.6504,-119.5188,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20474
G81004,2023,Full,06/24/2023,06/30/2023,Out,Lightning,4,8,1004,Inga Lake,56.6111,-121.5328,2.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81004
N20978,2023,Full,06/28/2023,06/30/2023,Out,Lightning,6,2,978,Mount Granger,50.1503,-115.7353,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20978
G41081,2023,Full,07/02/2023,07/02/2023,Out,Lightning,4,4,1081,Clear Creek,54.1714,-124.2498,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41081
K20653,2023,Full,05/21/2023,06/07/2023,Out,Lightning,5,2,653,Cahilty Main FSR,50.9584,-119.7926,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20653
C20374,2023,Full,05/18/2023,05/19/2023,Out,Lightning,7,2,374,1.2km NW of Tyee Lake,52.4043,-122.0907,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20374
C20426,2023,Full,05/19/2023,05/21/2023,Out,Lightning,7,2,426,N of Burgess Creek,52.6243,-122.1342,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20426
C30401,2023,Full,05/19/2023,05/22/2023,Out,Lightning,7,3,401,2km NE of Prior Lake,52.6228,-121.6472,2.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30401
G30422,2023,Full,05/19/2023,05/22/2023,Out,Lightning,4,3,422,Moonbeam Creek,52.4627,-119.1203,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30422
C20371,2023,Full,05/18/2023,05/19/2023,Out,Lightning,7,2,371,E of Howes Lake,52.4213,-122.0642,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20371
N20403,2023,Full,05/18/2023,05/20/2023,Out,Lightning,6,2,403,Findlay FSR,50.1492,-115.8554,0.42,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20403
C10431,2023,Full,05/20/2023,05/29/2023,Out,Lightning,7,1,431,11km W of Tzenzaicut Lake,52.6272,-123.0407,75,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10431
N20772,2023,Full,06/13/2023,06/14/2023,Out,Lightning,6,2,772,Horsethief Creek Powerline Road,50.5775,-116.185,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20772
G80650,2023,Full,06/05/2023,06/07/2023,Out,Lightning,4,8,650,NW Goodlaw,56.457,-120.3183,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80650
K41859,2023,Full,07/17/2023,07/18/2023,Out,Lightning,5,4,1859,Yard Creek South,50.8706,-118.8295,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41859
G41035,2023,Full,07/01/2023,,Under Control,Lightning,4,4,1035,Nechako River,53.7139,-124.6859,1.88,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41035
G30360,2023,Full,05/16/2023,05/26/2023,Out,Lightning,4,3,360,Westridge,52.8219,-119.3618,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30360
G80613,2023,Full,06/03/2023,06/05/2023,Out,Lightning,4,8,613,Kobes Creek,56.4218,-122.1777,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80613
G60654,2023,Full,06/06/2023,07/16/2023,Out,Lightning,4,6,654,Strandberg Creek,55.9288,-124.1418,20.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60654
G31371,2023,Full,07/08/2023,07/10/2023,Out,Lightning,4,3,1371,Catfish FSR,53.6431,-120.8706,0.06,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G31371
C40409,2023,Full,05/19/2023,05/20/2023,Out,Lightning,7,4,409,2.3km W of Chub Lake,51.813,-121.34,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40409
